id,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25
4456,15.16,13.77,-0.55,-7.0,-4.0,8.41,3.0,5.15,-5.79,-4.22,19,90,38,26,24,B,A,D,A,A,1.0,0.0,1.0,0.0,0.0
9034,-14.6,0.2,14.58,4.31,0.88,-2.29,7.71,2.04,-1.81,4.36,92,5,87,33,51,B,A,B,C,B,0.0,1.0,1.0,0.0,0.0
169,18.76,12.48,-0.25,-2.35,-2.22,8.22,-3.62,7.74,-6.19,0.8,16,92,70,66,76,B,C,B,B,A,1.0,1.0,1.0,1.0,0.0
4575,12.97,11.85,-0.72,-7.01,0.78,7.13,0.18,-3.22,-0.53,4.57,1,87,19,99,38,B,A,B,E,B,1.0,0.0,1.0,0.0,0.0
4619,11.43,10.49,2.17,0.79,1.24,14.56,-0.01,2.05,-6.38,9.14,1,86,34,5,94,A,E,E,A,C,1.0,0.0,0.0,1.0,1.0
5513,-17.53,1.23,14.16,-1.74,-4.34,-2.77,6.1,-6.02,0.39,-2.31,100,5,79,43,62,B,C,B,A,E,0.0,1.0,0.0,1.0,1.0
22578,0.51,-6.93,1.03,4.68,15.04,-1.64,-5.67,-1.56,-1.74,9.01,64,38,37,50,49,E,A,A,B,B,0.0,0.0,1.0,1.0,1.0
14222,2.27,-0.93,1.65,0.81,-0.3,-4.64,5.58,15.0,-0.46,-1.97,54,56,19,42,33,C,A,D,B,E,0.0,0.0,0.0,1.0,1.0
5554,-16.6,-0.92,13.71,4.71,1.91,-6.1,12.09,-1.65,0.64,-0.98,80,4,85,75,90,C,B,B,D,E,0.0,1.0,1.0,1.0,0.0
14661,0.7,0.41,-1.75,0.98,4.5,-1.86,-1.6,14.39,-11.22,3.35,43,52,19,26,90,C,D,B,B,D,0.0,0.0,1.0,1.0,0.0
14065,0.95,0.97,-0.07,1.07,1.01,-1.74,-7.72,9.19,5.18,0.77,40,57,75,81,68,C,E,A,C,D,0.0,0.0,0.0,0.0,0.0
16639,-3.93,2.34,-0.49,-16.48,-15.11,-10.14,-5.0,9.24,10.56,2.94,38,69,68,89,48,E,E,A,A,D,1.0,1.0,0.0,1.0,1.0
24035,0.72,-9.86,0.71,-2.03,16.71,-2.12,4.06,-4.75,-7.84,9.04,66,33,61,39,91,E,A,D,A,B,0.0,0.0,0.0,0.0,0.0
1412,12.71,9.58,-4.92,1.03,-1.2,9.77,9.74,-8.54,5.74,-3.58,13,96,71,47,82,B,E,D,C,B,1.0,0.0,0.0,1.0,1.0
2684,10.17,14.52,-1.71,-3.96,-0.53,6.87,1.9,-0.01,1.06,-2.01,1,95,16,59,6,A,D,C,C,D,1.0,0.0,1.0,0.0,1.0
8310,-12.6,-3.27,16.86,-3.1,-2.12,2.84,11.91,-4.02,-2.75,0.64,89,13,27,33,28,B,D,D,E,C,0.0,1.0,0.0,0.0,0.0
19360,7.35,4.3,-1.24,-12.42,-14.03,-2.75,5.43,-0.88,9.68,1.99,21,65,51,13,55,D,E,C,B,E,1.0,1.0,0.0,0.0,0.0
22394,6.19,-6.04,-1.72,5.39,14.48,-3.87,3.11,0.11,-5.99,10.66,70,39,56,55,72,E,E,D,E,A,0.0,0.0,1.0,1.0,1.0
20143,1.96,-11.89,3.9,1.85,17.85,-3.42,-1.95,3.48,-4.7,10.73,78,30,68,51,82,E,E,A,D,A,1.0,1.0,0.0,1.0,1.0
2506,12.68,11.84,2.84,-2.09,1.44,6.87,-8.92,-6.2,-5.13,-7.01,4,94,72,7,25,A,E,D,B,E,1.0,0.0,1.0,0.0,0.0
6420,-14.51,6.82,13.95,4.3,-0.95,-8.39,14.04,8.64,5.54,-2.56,100,14,20,39,52,B,A,D,B,D,0.0,0.0,0.0,1.0,0.0
4825,14.61,11.32,1.64,-3.22,4.01,10.25,-13.29,4.48,5.84,-5.48,6,82,65,15,45,A,B,A,D,B,1.0,1.0,0.0,1.0,1.0
16043,4.14,8.41,-5.93,-13.8,-12.99,-0.71,10.06,-5.16,10.7,6.7,36,62,19,14,23,D,A,A,D,E,0.0,1.0,0.0,0.0,1.0
8059,-15.4,0.23,13.43,-1.65,-5.37,5.19,6.63,-9.9,-5.82,0.21,91,15,35,63,37,B,A,A,E,D,0.0,1.0,1.0,1.0,1.0
24694,1.17,-14.44,-1.98,-2.07,14.54,-3.82,-5.17,1.58,10.57,8.69,69,38,77,13,66,E,C,B,E,D,0.0,0.0,1.0,0.0,1.0
11769,1.06,-1.8,-1.23,0.17,-2.5,-3.15,3.09,12.39,-1.77,11.73,57,49,70,36,51,C,E,E,B,C,0.0,1.0,1.0,0.0,1.0
18548,-1.91,1.82,-0.96,-17.7,-15.53,3.66,1.42,-3.7,11.21,-5.38,24,73,44,32,20,D,B,D,B,E,0.0,1.0,1.0,1.0,0.0
15812,1.33,-0.1,-3.04,-16.87,-16.01,-2.15,-3.19,5.62,15.37,-2.37,36,67,42,18,10,D,B,E,A,C,0.0,1.0,0.0,0.0,0.0
21967,-1.58,-12.79,-4.69,3.73,16.98,10.85,6.93,-6.53,-3.61,7.85,69,37,92,31,58,E,D,C,E,E,0.0,0.0,0.0,0.0,1.0
10494,3.33,0.08,-2.41,0.77,2.75,4.06,-2.28,13.41,1.52,-3.09,57,56,42,71,97,C,E,D,E,A,1.0,1.0,1.0,1.0,1.0
3669,17.47,13.24,-4.08,-6.22,-2.34,8.96,-1.58,-7.92,-1.47,-4.18,17,91,7,45,29,A,E,E,B,E,1.0,0.0,1.0,0.0,0.0
6443,-16.2,-3.07,12.56,-1.52,-2.69,-4.54,14.53,3.39,-5.01,3.18,85,12,73,34,83,B,A,B,B,D,0.0,1.0,0.0,0.0,1.0
22831,-3.37,-11.38,-7.97,3.8,13.56,-0.55,8.88,-3.03,-3.44,12.79,69,21,61,4,16,E,A,B,E,E,0.0,0.0,1.0,0.0,0.0
9802,-11.45,1.9,14.81,5.38,-3.86,6.21,5.77,-3.94,-4.71,2.43,84,7,54,76,16,B,E,C,B,D,0.0,1.0,0.0,1.0,0.0
1028,14.33,9.74,-0.68,-1.5,-3.18,9.01,2.38,-0.41,1.69,-5.62,4,100,89,79,15,B,B,E,D,D,1.0,0.0,0.0,1.0,1.0
19758,0.89,-1.06,-2.1,-14.82,-10.29,-2.42,-2.32,-7.61,9.45,-4.95,20,72,89,76,5,E,B,B,E,A,0.0,0.0,1.0,1.0,0.0
17547,0.87,7.98,-1.9,-12.64,-12.11,-7.03,0.51,4.68,7.03,-1.79,38,67,34,92,90,E,C,A,E,E,1.0,1.0,0.0,0.0,0.0
6180,-16.74,2.3,15.38,1.51,-1.22,0.85,14.12,3.29,6.94,11.17,98,3,78,62,94,B,E,D,B,B,0.0,1.0,0.0,0.0,1.0
5720,-14.22,2.09,16.28,0.56,-1.16,-3.35,1.83,-11.47,4.88,-3.27,84,8,91,78,70,B,A,B,A,D,0.0,1.0,0.0,0.0,0.0
18265,6.3,-0.94,2.21,-17.14,-10.05,7.31,-1.5,2.29,7.78,0.22,26,68,93,13,47,D,C,C,C,D,1.0,0.0,0.0,0.0,0.0
656,15.79,12.12,-0.84,-6.75,-1.74,8.75,-10.23,0.01,0.58,-5.21,12,99,85,9,62,A,D,A,B,B,1.0,0.0,1.0,0.0,0.0
8514,-15.86,5.34,14.92,0.11,-1.93,3.66,8.02,4.38,5.04,0.17,90,3,63,40,24,B,D,C,D,A,0.0,1.0,1.0,0.0,0.0
15556,-2.02,4.28,-2.41,-12.72,-13.34,-1.26,1.58,0.82,8.08,-0.49,22,70,57,65,4,D,A,A,B,E,1.0,1.0,0.0,1.0,1.0
24720,2.21,-9.78,-6.15,4.33,17.29,-4.18,-2.03,-2.65,-0.84,7.6,67,31,60,57,71,A,B,C,C,D,0.0,0.0,1.0,0.0,1.0
14772,-3.51,2.13,1.06,3.68,-1.08,2.06,2.68,11.96,0.25,1.51,44,45,64,99,88,C,D,B,A,A,1.0,1.0,0.0,0.0,1.0
3560,15.17,14.17,-0.64,-3.84,-1.28,10.73,4.61,-1.72,-2.55,5.23,1,100,31,42,46,A,D,D,B,C,1.0,0.0,0.0,0.0,1.0
5517,-16.97,2.21,12.58,-4.64,-1.72,-3.35,11.41,10.28,0.88,5.37,81,3,10,96,12,C,E,C,B,E,0.0,1.0,1.0,1.0,1.0
19663,2.97,2.99,-3.13,-15.87,-13.79,-0.18,3.54,3.11,10.2,-3.47,34,60,34,26,6,D,B,B,A,D,0.0,1.0,0.0,1.0,1.0
2529,16.82,14.49,2.55,-5.84,-0.09,13.31,-3.46,-2.45,4.31,-1.64,2,81,23,25,48,A,D,C,B,D,1.0,0.0,1.0,0.0,0.0
20844,-3.4,-4.56,0.06,5.6,13.26,2.84,1.87,-8.92,-0.15,11.0,61,39,1,86,70,E,A,E,E,E,0.0,0.0,1.0,1.0,1.0
7133,-16.31,1.66,11.94,-0.07,-1.35,1.81,11.04,-3.14,-4.4,1.38,99,6,80,93,28,B,B,A,D,E,1.0,1.0,1.0,0.0,0.0
9335,-16.49,-0.76,15.21,0.83,-0.9,-7.93,10.21,-2.13,4.56,-7.11,93,11,81,66,92,B,D,B,C,E,0.0,1.0,0.0,0.0,1.0
22176,0.56,-9.24,-4.99,3.48,15.04,-2.66,7.23,0.38,-2.44,13.95,75,30,31,30,1,E,E,D,D,C,0.0,0.0,0.0,0.0,0.0
279,13.55,11.89,-4.47,-6.27,-0.06,9.9,2.82,-3.03,0.64,0.01,1,86,98,58,33,A,D,D,B,D,1.0,1.0,0.0,1.0,0.0
17993,4.59,-2.93,0.08,-17.12,-12.25,8.43,5.54,-7.03,11.14,-3.64,26,76,15,54,34,D,A,C,D,E,1.0,1.0,0.0,1.0,0.0
14804,1.22,0.19,-1.36,1.3,-0.15,-3.6,1.78,10.22,-4.32,-0.77,42,42,73,27,33,C,B,C,D,B,1.0,0.0,0.0,0.0,1.0
20983,-1.05,-12.69,-4.74,2.13,16.39,-3.06,6.16,-5.64,-2.08,10.13,75,39,95,16,97,A,C,B,E,D,1.0,1.0,0.0,0.0,1.0
20482,-2.18,-9.11,-2.29,-4.41,15.18,0.87,7.83,8.01,1.36,10.52,78,20,47,43,29,A,D,C,E,A,0.0,0.0,1.0,0.0,1.0
1636,14.23,6.4,-3.97,-0.47,-1.62,14.84,0.68,0.02,-1.0,-4.55,2,80,97,28,19,A,C,C,B,C,1.0,0.0,0.0,0.0,1.0
5100,-15.95,-4.44,15.73,2.14,-3.01,4.7,4.08,-10.65,-1.84,-7.36,85,18,39,52,7,B,C,A,D,A,0.0,1.0,1.0,0.0,0.0
3781,10.62,11.17,0.58,-1.02,3.85,12.92,-5.79,6.0,8.11,-2.3,10,94,79,94,67,A,D,D,D,A,1.0,0.0,1.0,0.0,0.0
4686,16.23,9.71,2.58,-3.54,3.71,14.91,1.27,-6.54,0.38,5.55,15,84,7,97,61,A,A,C,D,E,0.0,1.0,1.0,0.0,0.0
19470,0.57,0.14,1.94,-9.97,-13.97,-0.35,1.71,-3.77,12.03,-0.28,28,68,51,61,2,D,D,D,D,E,1.0,1.0,1.0,0.0,1.0
3586,14.95,10.13,3.74,-3.51,-2.52,12.77,3.48,-5.67,-8.71,-1.92,3,99,65,5,59,B,A,B,D,A,1.0,0.0,0.0,1.0,1.0
23582,6.77,-10.93,1.89,4.62,15.31,5.78,-2.52,0.78,-7.05,13.66,77,20,18,12,91,E,D,C,A,C,0.0,0.0,0.0,0.0,1.0
2814,17.44,12.36,-3.87,-1.3,4.5,11.25,13.54,-1.52,-12.29,-4.23,5,89,88,51,28,A,C,E,B,A,1.0,0.0,1.0,1.0,1.0
9932,-12.23,2.58,12.39,1.47,1.72,5.08,12.42,-1.43,-0.05,-1.56,97,4,71,82,46,B,B,E,B,A,0.0,1.0,0.0,1.0,1.0
24755,5.14,-10.07,-6.56,9.13,14.05,1.86,2.75,2.26,-9.15,4.62,68,35,36,80,73,E,D,D,A,D,0.0,0.0,0.0,1.0,1.0
10557,6.7,1.25,-1.74,-1.48,3.07,-1.76,10.81,13.72,-10.02,0.97,46,42,84,13,74,C,E,A,E,A,0.0,0.0,0.0,0.0,1.0
24690,-0.45,-8.83,-0.89,6.21,16.69,-3.07,-2.64,-7.03,1.07,10.48,70,34,57,97,67,E,E,B,C,D,1.0,0.0,1.0,0.0,0.0
1132,12.54,15.85,1.67,-2.54,-0.73,7.52,3.46,-8.79,0.26,-4.32,15,90,55,61,100,A,C,E,E,A,1.0,0.0,1.0,1.0,1.0
2266,16.9,14.8,-0.56,-2.72,0.36,20.64,2.5,0.96,0.52,-2.3,8,84,16,35,30,A,A,B,C,C,1.0,0.0,1.0,0.0,0.0
2042,14.85,8.9,1.25,-6.11,1.52,11.6,-2.93,6.63,-9.92,5.74,17,92,32,28,22,A,E,D,C,B,1.0,0.0,0.0,1.0,1.0
20957,1.8,-6.39,-0.87,5.52,18.44,-5.38,3.48,1.98,2.6,9.18,67,22,18,55,19,E,A,B,A,E,0.0,0.0,0.0,0.0,0.0
2541,16.01,11.91,-4.07,-8.2,-0.96,10.84,-0.55,2.97,2.13,-0.65,16,93,56,33,2,A,C,B,E,A,1.0,1.0,0.0,1.0,1.0
374,16.43,12.67,-3.21,-2.04,1.57,10.22,-7.88,-5.21,6.66,2.16,1,89,84,59,30,A,D,C,C,E,1.0,0.0,0.0,1.0,0.0
12065,4.64,0.99,-1.25,-0.3,-1.23,4.49,-4.06,13.24,9.76,5.47,59,42,32,45,42,D,A,C,B,A,0.0,0.0,1.0,1.0,1.0
17423,5.17,5.41,-0.12,-17.62,-13.08,8.68,6.92,-8.65,7.55,2.76,24,79,13,32,88,E,A,B,D,D,1.0,1.0,0.0,1.0,0.0
19434,2.51,5.72,2.27,-14.65,-10.94,1.52,-1.79,-0.53,11.33,-0.64,39,60,61,86,51,D,A,E,B,C,1.0,1.0,0.0,0.0,1.0
3618,16.82,14.09,-0.29,-2.51,-3.69,7.28,4.25,-1.19,-12.09,-4.86,1,94,44,80,33,A,B,C,D,A,1.0,0.0,1.0,0.0,1.0
12011,-2.13,1.3,0.85,4.6,-3.77,-0.6,-0.4,6.94,-3.3,-6.22,45,58,26,4,42,C,B,D,A,D,1.0,1.0,0.0,1.0,0.0
22759,-3.4,-8.58,-0.13,-2.45,16.16,-1.71,0.69,7.04,-1.3,12.59,68,31,21,70,75,A,B,D,E,E,0.0,0.0,0.0,0.0,0.0
4845,15.49,11.1,-1.96,-0.91,1.78,13.17,1.9,3.0,0.69,0.36,12,84,37,78,94,A,D,C,B,E,1.0,0.0,1.0,1.0,1.0
2076,16.36,12.29,-1.28,5.16,2.91,11.42,6.32,-8.85,5.69,6.54,2,99,78,66,62,B,A,D,B,A,1.0,0.0,0.0,1.0,0.0
24848,-4.8,-11.68,1.13,0.15,13.23,3.47,-2.48,-1.23,2.52,12.38,64,33,69,81,1,A,E,A,A,D,0.0,0.0,1.0,0.0,1.0
18067,3.93,-2.81,-1.47,-16.05,-14.71,6.03,3.77,-5.52,4.83,-6.5,32,72,55,91,60,D,C,E,D,E,1.0,1.0,0.0,0.0,1.0
13015,-1.96,-1.84,1.7,-0.14,2.47,1.54,-2.71,15.06,0.38,0.14,60,46,44,63,42,C,C,E,B,D,0.0,1.0,0.0,1.0,0.0
17844,3.22,4.21,5.58,-16.14,-13.25,-2.22,2.28,-1.45,8.02,-0.0,32,78,12,3,53,D,B,C,B,B,1.0,0.0,0.0,0.0,0.0
1419,14.65,11.73,-0.02,-7.45,1.17,7.49,-3.68,-0.6,0.46,-8.62,2,82,67,95,97,A,C,C,A,A,1.0,0.0,1.0,1.0,1.0
19485,3.78,1.72,-2.56,-13.2,-11.76,-1.71,-4.05,4.58,9.33,5.33,38,67,71,94,38,D,B,C,B,D,1.0,1.0,1.0,0.0,0.0
20723,2.79,-10.98,-3.98,-0.58,12.51,-6.7,-9.28,-3.16,-4.78,7.23,61,31,44,67,72,A,D,E,A,E,0.0,0.0,1.0,1.0,0.0
20263,-4.99,-12.62,5.73,-0.1,14.1,-2.27,-4.26,8.14,-4.43,15.22,68,20,7,94,8,E,D,C,C,E,0.0,0.0,1.0,0.0,1.0
12352,-3.55,0.92,0.27,-1.78,-1.23,0.54,7.61,16.1,-0.12,3.96,48,40,15,21,33,C,D,A,A,D,1.0,1.0,0.0,0.0,1.0
1596,14.19,13.38,0.31,-0.5,-1.4,8.12,1.02,6.39,12.12,4.14,5,85,17,25,11,B,E,D,B,A,1.0,0.0,0.0,1.0,0.0
17711,-1.63,-0.93,0.86,-13.17,-12.27,9.5,4.71,-14.16,5.19,2.79,36,60,71,45,24,D,A,E,B,B,1.0,0.0,1.0,0.0,0.0
9636,-12.77,-2.59,14.75,-3.49,-5.66,8.81,5.63,1.12,-3.33,-3.04,94,14,33,70,73,C,E,A,C,C,0.0,1.0,1.0,0.0,1.0
1176,14.97,9.49,1.77,-3.97,-3.7,6.39,-2.83,-0.8,-6.35,0.71,9,94,57,50,42,A,D,A,A,C,1.0,0.0,1.0,1.0,0.0
3247,13.52,13.19,-5.2,2.18,-2.27,16.36,7.06,-1.26,1.64,-9.69,15,93,47,54,10,A,D,D,C,A,1.0,0.0,1.0,1.0,1.0
18495,4.37,-2.25,4.66,-15.25,-11.14,-6.0,-4.7,-2.71,8.25,-8.1,30,77,40,18,89,E,D,D,A,B,1.0,1.0,0.0,0.0,0.0
20624,-1.78,-10.36,-2.59,4.12,14.86,-0.26,8.06,3.45,-2.86,10.23,64,28,31,91,52,E,D,A,C,E,1.0,0.0,0.0,1.0,0.0
6253,-13.21,0.95,13.56,-2.69,-2.28,-0.88,7.6,0.48,-1.56,-6.57,83,8,84,47,86,B,D,C,C,B,0.0,1.0,1.0,0.0,0.0
24147,2.79,-12.0,3.15,2.1,13.15,-1.88,-1.02,1.32,-6.18,8.32,61,24,34,20,28,A,A,A,B,A,1.0,0.0,1.0,1.0,0.0
16757,0.61,2.94,-4.86,-17.95,-12.45,-0.5,0.15,-10.11,9.11,-3.02,33,74,32,93,4,D,D,B,E,C,0.0,1.0,1.0,0.0,0.0
5408,-18.05,-2.33,16.39,-1.83,-1.42,2.39,7.75,-6.48,1.49,9.22,90,1,97,65,58,B,D,A,D,E,0.0,1.0,0.0,1.0,0.0
8411,-16.09,3.01,10.69,0.99,-1.65,-4.32,7.55,3.33,-1.94,1.67,80,5,53,22,49,B,A,C,C,E,0.0,1.0,0.0,0.0,1.0
21775,-1.52,-6.68,-2.95,-3.0,14.62,5.36,-1.99,-2.96,0.58,16.05,72,38,57,11,81,E,B,B,D,E,1.0,0.0,1.0,1.0,0.0
1504,16.92,12.94,5.15,-2.28,1.74,7.16,-2.74,-3.94,6.23,5.1,18,98,77,51,9,B,B,B,B,E,1.0,0.0,1.0,0.0,0.0
1555,13.9,13.27,-3.82,-4.64,0.99,13.48,-3.32,-4.2,5.38,-8.08,19,87,19,47,16,A,C,D,A,B,1.0,0.0,0.0,0.0,0.0
20202,4.3,-9.28,-2.75,0.18,16.59,-8.58,5.01,3.24,-10.34,13.89,66,25,84,82,6,E,D,E,A,C,1.0,0.0,1.0,1.0,1.0
1076,14.97,12.32,2.71,-7.77,2.86,8.11,-5.24,-2.04,6.54,3.57,2,94,55,29,17,B,C,D,E,E,1.0,0.0,1.0,0.0,0.0
14673,-0.11,-2.19,-3.12,-1.51,-2.26,1.92,-1.84,9.29,-1.87,-10.31,55,52,65,58,21,C,D,D,E,D,0.0,0.0,1.0,1.0,0.0
11703,-0.5,-2.66,-1.01,-4.22,0.04,-9.1,-8.03,8.56,-1.49,2.24,48,56,12,60,30,C,B,B,D,B,0.0,1.0,0.0,0.0,1.0
6978,-15.85,1.68,16.45,-3.63,-2.4,1.15,11.02,-1.4,-3.7,2.74,83,18,55,18,53,B,D,E,A,A,0.0,0.0,0.0,1.0,0.0
22889,1.58,-7.12,-8.08,5.5,13.93,-7.27,3.84,2.33,2.55,12.6,74,25,100,65,19,E,A,A,A,B,0.0,0.0,1.0,0.0,0.0
11209,-1.0,-3.07,1.9,2.5,1.39,-4.41,0.75,12.41,-0.21,6.58,53,51,62,47,11,C,C,B,C,D,0.0,1.0,1.0,0.0,1.0
5926,-17.38,0.68,14.57,-0.15,-0.68,4.84,9.07,5.95,-5.36,-0.2,82,11,55,2,56,B,B,E,E,B,0.0,1.0,0.0,0.0,0.0
12408,3.53,1.67,-2.51,4.5,-1.87,4.06,-3.46,11.95,-4.95,4.5,40,55,94,90,47,C,B,B,B,D,0.0,1.0,1.0,0.0,0.0
8488,-16.43,-1.31,14.11,2.56,-1.72,0.96,5.71,-1.31,-2.7,6.18,89,15,96,31,53,B,E,C,A,B,0.0,1.0,1.0,1.0,1.0
15279,3.42,5.0,2.74,-14.78,-8.75,-3.43,1.4,-1.47,8.44,-3.89,35,77,21,22,16,D,C,A,B,B,0.0,1.0,1.0,0.0,1.0
3283,12.44,12.93,-0.58,3.51,-5.17,15.34,-0.25,3.59,-4.08,9.24,6,94,9,88,74,B,A,C,E,E,0.0,0.0,0.0,0.0,1.0
16788,0.48,-1.42,-5.17,-16.42,-11.95,5.86,-0.83,-6.7,13.64,0.8,36,68,72,28,24,D,B,E,E,B,0.0,0.0,0.0,0.0,0.0
24393,-1.45,-11.0,2.52,-0.21,17.53,-4.31,-6.88,3.37,-0.67,7.66,68,38,13,50,68,E,A,C,C,E,1.0,1.0,1.0,1.0,0.0
8770,-14.41,-3.39,15.46,0.48,-1.36,1.88,6.19,-1.4,-2.94,3.96,86,3,31,43,5,B,B,A,C,A,1.0,1.0,0.0,0.0,1.0
14188,1.14,-3.68,-1.43,1.54,-1.52,-0.74,-5.24,9.1,-3.52,4.03,57,50,44,36,18,D,D,B,C,E,0.0,1.0,1.0,1.0,1.0
13505,1.12,-0.77,-1.85,-0.3,3.89,-5.49,6.5,11.18,3.99,4.76,53,41,99,59,12,C,D,D,A,C,0.0,0.0,0.0,1.0,1.0
2735,14.83,12.33,-5.02,-4.03,-0.62,7.68,5.21,-0.42,-0.89,11.99,18,95,19,46,35,A,A,E,A,B,0.0,0.0,1.0,0.0,0.0
17743,6.78,2.96,2.38,-19.24,-13.95,-2.84,-11.24,-0.8,9.65,-1.05,26,79,75,92,34,D,D,C,A,A,1.0,1.0,0.0,1.0,1.0
10521,0.9,-1.83,4.01,2.96,-2.47,-10.43,7.48,8.07,-8.99,3.77,55,43,71,49,70,D,B,E,A,C,0.0,0.0,1.0,1.0,1.0
23025,-0.04,-10.43,-2.32,6.4,16.03,0.22,-0.71,-8.44,-3.65,11.09,61,23,65,13,22,E,C,E,D,A,0.0,0.0,0.0,1.0,0.0
21356,-0.03,-12.43,2.25,5.31,17.16,-0.32,1.14,-2.12,0.6,12.38,75,22,39,12,40,E,A,E,D,A,0.0,0.0,1.0,1.0,0.0
14494,-3.4,0.8,-0.99,-0.56,1.7,-0.88,-5.48,13.45,-2.81,5.15,46,51,69,54,46,C,A,A,B,B,0.0,0.0,0.0,1.0,1.0
8152,-18.06,-3.97,15.41,3.3,-2.48,1.48,11.44,1.14,1.85,-4.91,91,10,54,41,94,C,A,D,B,C,0.0,1.0,1.0,0.0,1.0
17490,0.72,-2.19,-6.1,-19.57,-15.68,2.48,-1.09,4.55,7.94,0.38,25,77,56,6,97,D,E,B,D,B,1.0,1.0,0.0,1.0,0.0
13279,1.45,1.58,1.68,0.93,0.34,-4.32,9.88,7.02,-10.9,2.95,47,58,5,56,67,D,A,A,B,C,0.0,0.0,1.0,1.0,1.0
16303,4.57,1.79,1.65,-15.52,-13.04,-3.58,-2.53,-0.02,6.01,2.87,39,71,57,28,53,D,D,D,B,C,1.0,1.0,0.0,0.0,0.0
9202,-17.82,2.65,14.64,-5.14,-12.38,-4.31,9.25,-8.19,0.53,-5.9,82,8,87,31,87,B,E,B,B,A,0.0,1.0,0.0,0.0,0.0
10506,-1.53,5.22,-0.16,0.79,1.1,-5.3,-1.96,3.28,3.56,-2.77,50,59,35,75,94,C,C,C,D,A,0.0,0.0,0.0,0.0,0.0
4773,11.6,11.53,-3.88,0.07,2.98,11.62,0.26,3.15,-7.14,-9.08,17,98,87,48,7,A,B,A,B,A,1.0,0.0,0.0,1.0,0.0
24227,4.25,-9.42,2.77,3.88,16.24,4.51,-1.89,12.81,9.64,11.38,70,39,64,23,60,E,B,E,D,A,0.0,0.0,1.0,0.0,0.0
31,16.2,12.65,4.17,-2.64,1.09,5.81,-0.32,-1.91,1.56,0.53,14,81,96,37,60,A,A,D,C,E,1.0,0.0,0.0,0.0,1.0
2565,19.55,7.86,1.39,1.21,-5.28,10.7,3.76,-1.48,6.35,0.62,15,83,8,1,50,A,D,E,C,D,1.0,1.0,0.0,0.0,0.0
21280,0.59,-9.79,-3.14,3.8,12.42,12.25,0.1,-0.92,-3.92,3.99,75,34,97,27,3,A,C,D,D,C,0.0,0.0,0.0,0.0,1.0
10598,0.47,-1.54,3.22,-1.5,-3.74,-6.18,-0.34,9.28,-2.38,-3.08,59,43,39,41,21,C,E,B,C,E,0.0,0.0,0.0,0.0,0.0
22695,-1.0,-8.42,-0.55,4.97,13.69,4.73,-1.51,-4.18,5.77,5.22,62,27,76,5,6,E,C,B,A,C,1.0,0.0,0.0,1.0,1.0
21529,-3.99,-9.62,-5.14,0.67,14.7,0.21,-4.63,1.51,0.3,9.29,78,37,17,81,72,E,D,A,C,E,1.0,0.0,0.0,0.0,0.0
2175,18.01,9.61,-2.3,-3.53,-0.99,6.05,3.65,-1.85,-5.11,6.06,16,99,45,66,90,A,A,D,D,E,1.0,0.0,1.0,0.0,1.0
6825,-14.89,-1.42,16.25,0.66,-2.64,-2.32,10.51,-2.61,-4.94,4.37,84,3,41,78,42,B,C,D,D,E,0.0,1.0,0.0,1.0,0.0
548,14.71,13.75,-0.26,-1.23,-5.04,7.38,0.93,-1.63,-9.3,0.23,3,80,64,89,89,A,B,D,C,B,1.0,0.0,1.0,1.0,0.0
8820,-11.16,-7.07,11.81,-1.61,-0.31,-2.45,13.69,6.61,3.5,-4.82,82,1,81,9,36,B,B,C,E,C,0.0,1.0,1.0,0.0,1.0
20466,-3.36,-8.35,-3.53,3.26,15.57,-3.34,-6.81,-6.26,-0.55,11.56,72,30,67,9,76,E,C,C,E,D,0.0,0.0,0.0,0.0,0.0
15949,3.88,4.08,-5.61,-17.14,-10.62,6.48,-8.61,1.46,9.19,2.72,22,77,38,58,8,E,E,A,A,A,1.0,1.0,0.0,1.0,1.0
8194,-14.29,-0.91,14.09,-0.47,-6.33,-10.18,8.82,-0.66,7.31,0.31,83,3,21,65,65,B,C,D,D,B,0.0,1.0,0.0,0.0,0.0
4037,12.45,11.33,1.36,-4.17,-0.07,9.75,10.82,0.37,-10.32,2.21,19,94,15,23,13,A,A,A,D,C,1.0,0.0,0.0,0.0,1.0
1681,14.51,12.07,4.9,0.33,-2.74,11.45,-0.36,-2.54,4.14,8.2,13,87,13,90,23,A,E,C,E,D,1.0,0.0,1.0,1.0,0.0
18186,0.14,4.43,-0.74,-14.63,-15.99,-2.07,3.53,5.16,8.69,4.53,36,76,15,93,25,D,B,E,D,D,1.0,0.0,0.0,1.0,0.0
4266,16.88,16.96,5.53,-0.76,1.01,9.62,11.71,-5.6,-7.13,6.56,17,97,41,91,23,B,A,A,B,D,1.0,0.0,1.0,0.0,1.0
13446,-2.63,1.85,-2.02,2.14,1.7,7.03,-4.67,6.34,1.73,6.46,46,43,57,63,13,D,E,D,A,B,1.0,1.0,1.0,0.0,1.0
8328,-14.75,-0.92,14.71,-2.86,-0.97,2.85,6.81,-14.94,-1.82,12.96,98,3,33,3,7,C,D,A,E,D,0.0,1.0,0.0,0.0,0.0
